20170919_lin-04_GFP_spe-9 007 2017-09-26t1048	781	29	160		0.000	16672
20170919_lin-04_GFP_spe-9 007 2017-09-26t1449	767	29	164		0.000	16608
20170919_lin-04_GFP_spe-9 007 2017-09-26t1849	784	28	168		0.000	16544
20170919_lin-04_GFP_spe-9 008 2017-09-21t2300	725	25	52		0.000	16800
20170919_lin-04_GFP_spe-9 008 2017-09-22t0300	829	25	56		0.000	16736
20170919_lin-04_GFP_spe-9 008 2017-09-22t0700	815	26	60		0.000	16800
20170919_lin-04_GFP_spe-9 008 2017-09-22t1111	834	29	64		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-22t1520	816	28	68		0.000	16608
20170919_lin-04_GFP_spe-9 008 2017-09-22t1848	825	28	72		0.000	16608
20170919_lin-04_GFP_spe-9 008 2017-09-22t2248	826	28	76		0.000	16608
20170919_lin-04_GFP_spe-9 008 2017-09-23t0304	865	26	80		0.000	16608
20170919_lin-04_GFP_spe-9 008 2017-09-23t0648	886	29	84		0.000	16608
20170919_lin-04_GFP_spe-9 008 2017-09-23t1048	845	28	88		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-23t1448	829	29	92		0.000	21088
20170919_lin-04_GFP_spe-9 008 2017-09-23t1848	863	30	96		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-23t2248	840	28	100		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-24t0248	824	28	104		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-24t0659	834	33	108		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-24t1120	832	30	112		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-24t1448	882	29	116		0.000	21088
20170919_lin-04_GFP_spe-9 008 2017-09-24t1848	838	30	120		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-24t2304	851	30	124		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-25t0248	902	31	128		0.000	16736
20170919_lin-04_GFP_spe-9 008 2017-09-25t0648	932	32	132		0.000	16736
20170919_lin-04_GFP_spe-9 008 2017-09-25t1049	899	33	136		0.000	16672
20170919_lin-04_GFP_spe-9 008 2017-09-25t1449	889	29	140		0.005	21152
20170919_lin-04_GFP_spe-9 008 2017-09-25t1848	906	33	144		0.000	21152
20170919_lin-04_GFP_spe-9 008 2017-09-25t2248	869	29	148		0.000	21152
20170919_lin-04_GFP_spe-9 008 2017-09-26t0252	938	30	152		0.000	16736
20170919_lin-04_GFP_spe-9 008 2017-09-26t0648	890	32	156		0.000	16736
20170919_lin-04_GFP_spe-9 008 2017-09-26t1048	943	30	160		0.000	16736
20170919_lin-04_GFP_spe-9 008 2017-09-26t1449	912	30	164		0.000	16544
20170919_lin-04_GFP_spe-9 008 2017-09-26t1849	918	30	168		0.000	16736
20170919_lin-04_GFP_spe-9 009 2017-09-21t1459	600	21	48		0.000	20832
20170919_lin-04_GFP_spe-9 009 2017-09-21t1859	667	22	52		0.000	16480
20170919_lin-04_GFP_spe-9 009 2017-09-21t2300	705	22	56		0.000	16480
20170919_lin-04_GFP_spe-9 009 2017-09-22t0300	739	25	60		0.000	16416
20170919_lin-04_GFP_spe-9 009 2017-09-22t0700	756	26	64		0.000	16416
20170919_lin-04_GFP_spe-9 009 2017-09-22t1111	761	25	68		0.000	16480
20170919_lin-04_GFP_spe-9 009 2017-09-22t1520	742	28	72		0.000	16288
20170919_lin-04_GFP_spe-9 009 2017-09-22t1848	818	28	76		0.000	16224
